dim,cell_type,modality,trial,task,file,sum_stat,baseline_pct,umap_pct,scale,clip,clip_soft,label_dim
204,BasalGanglia-STR-SST-GABA,ATAC,BasalGanglia-STR-SST-GABA_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-STR-SST-GABA_ATAC.h5,mean,0.5,0.5,80.0,3.2,0.8,204
205,BasalGanglia-STR-SST-GABA,K27Ac,BasalGanglia-STR-SST-GABA_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-STR-SST-GABA_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,205
206,BasalGanglia-STR-SST-GABA,K27Me3,BasalGanglia-STR-SST-GABA_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-STR-SST-GABA_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,206
207,BasalGanglia-STR-SST-GABA,K9Me3,BasalGanglia-STR-SST-GABA_K9Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-STR-SST-GABA_K9Me3.h5,mean,0.5,0.5,5.5,48.0,12.0,207
208,BasalGanglia-STR-SST-GABA,RNAminus,BasalGanglia-STR-SST-GABA_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-STR-SST-GABA_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,208
209,BasalGanglia-STR-SST-GABA,RNAplus,BasalGanglia-STR-SST-GABA_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-STR-SST-GABA_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,209
210,BasalGanglia-VLMC,ATAC,BasalGanglia-VLMC_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-VLMC_ATAC.h5,mean,0.5,0.5,80.0,3.2,0.8,210
211,BasalGanglia-VLMC,K27Ac,BasalGanglia-VLMC_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-VLMC_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,211
212,BasalGanglia-VLMC,K27Me3,BasalGanglia-VLMC_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-VLMC_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,212
213,BasalGanglia-VLMC,K9Me3,BasalGanglia-VLMC_K9Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-VLMC_K9Me3.h5,mean,0.5,0.5,5.5,48.0,12.0,213
214,BasalGanglia-VLMC,RNAminus,BasalGanglia-VLMC_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-VLMC_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,214
215,BasalGanglia-VLMC,RNAplus,BasalGanglia-VLMC_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_BasalGanglia-VLMC_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,215
216,MiniAtlas-ACBGM,ATAC,MiniAtlas-ACBGM_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-ACBGM_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,216
217,MiniAtlas-ACBGM,K27Ac,MiniAtlas-ACBGM_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-ACBGM_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,217
218,MiniAtlas-ACBGM,K27Me3,MiniAtlas-ACBGM_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-ACBGM_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,218
220,MiniAtlas-ACBGM,RNAminus,MiniAtlas-ACBGM_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-ACBGM_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,219
221,MiniAtlas-ACBGM,RNAplus,MiniAtlas-ACBGM_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-ACBGM_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,220
222,MiniAtlas-AST,ATAC,MiniAtlas-AST_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-AST_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,221
223,MiniAtlas-AST,K27Ac,MiniAtlas-AST_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-AST_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,222
224,MiniAtlas-AST,K27Me3,MiniAtlas-AST_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-AST_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,223
226,MiniAtlas-AST,RNAminus,MiniAtlas-AST_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-AST_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,224
227,MiniAtlas-AST,RNAplus,MiniAtlas-AST_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-AST_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,225
228,MiniAtlas-CBGA,ATAC,MiniAtlas-CBGA_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-CBGA_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,226
229,MiniAtlas-CBGA,K27Ac,MiniAtlas-CBGA_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-CBGA_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,227
230,MiniAtlas-CBGA,K27Me3,MiniAtlas-CBGA_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-CBGA_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,228
232,MiniAtlas-CBGA,RNAminus,MiniAtlas-CBGA_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-CBGA_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,229
233,MiniAtlas-CBGA,RNAplus,MiniAtlas-CBGA_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-CBGA_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,230
234,MiniAtlas-ENDO,ATAC,MiniAtlas-ENDO_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-ENDO_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,231
235,MiniAtlas-ENDO,K27Ac,MiniAtlas-ENDO_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-ENDO_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,232
236,MiniAtlas-ENDO,K27Me3,MiniAtlas-ENDO_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-ENDO_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,233
238,MiniAtlas-ENDO,RNAminus,MiniAtlas-ENDO_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-ENDO_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,234
239,MiniAtlas-ENDO,RNAplus,MiniAtlas-ENDO_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-ENDO_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,235
240,MiniAtlas-FBL,ATAC,MiniAtlas-FBL_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-FBL_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,236
241,MiniAtlas-FBL,K27Ac,MiniAtlas-FBL_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-FBL_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,237
242,MiniAtlas-FBL,K27Me3,MiniAtlas-FBL_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-FBL_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,238
244,MiniAtlas-FBL,RNAminus,MiniAtlas-FBL_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-FBL_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,239
245,MiniAtlas-FBL,RNAplus,MiniAtlas-FBL_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-FBL_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,240
246,MiniAtlas-IMMUNE,ATAC,MiniAtlas-IMMUNE_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-IMMUNE_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,241
247,MiniAtlas-IMMUNE,K27Ac,MiniAtlas-IMMUNE_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-IMMUNE_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,242
248,MiniAtlas-IMMUNE,K27Me3,MiniAtlas-IMMUNE_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-IMMUNE_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,243
250,MiniAtlas-IMMUNE,RNAminus,MiniAtlas-IMMUNE_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-IMMUNE_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,244
251,MiniAtlas-IMMUNE,RNAplus,MiniAtlas-IMMUNE_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-IMMUNE_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,245
252,MiniAtlas-L23IT,ATAC,MiniAtlas-L23IT_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L23IT_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,246
253,MiniAtlas-L23IT,K27Ac,MiniAtlas-L23IT_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L23IT_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,247
254,MiniAtlas-L23IT,K27Me3,MiniAtlas-L23IT_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L23IT_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,248
256,MiniAtlas-L23IT,RNAminus,MiniAtlas-L23IT_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L23IT_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,249
257,MiniAtlas-L23IT,RNAplus,MiniAtlas-L23IT_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L23IT_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,250
258,MiniAtlas-L2IT,ATAC,MiniAtlas-L2IT_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L2IT_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,251
259,MiniAtlas-L2IT,K27Ac,MiniAtlas-L2IT_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L2IT_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,252
260,MiniAtlas-L2IT,K27Me3,MiniAtlas-L2IT_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L2IT_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,253
262,MiniAtlas-L2IT,RNAminus,MiniAtlas-L2IT_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L2IT_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,254
263,MiniAtlas-L2IT,RNAplus,MiniAtlas-L2IT_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L2IT_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,255
264,MiniAtlas-L34IT,ATAC,MiniAtlas-L34IT_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L34IT_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,256
265,MiniAtlas-L34IT,K27Ac,MiniAtlas-L34IT_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L34IT_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,257
266,MiniAtlas-L34IT,K27Me3,MiniAtlas-L34IT_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L34IT_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,258
268,MiniAtlas-L34IT,RNAminus,MiniAtlas-L34IT_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L34IT_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,259
269,MiniAtlas-L34IT,RNAplus,MiniAtlas-L34IT_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L34IT_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,260
270,MiniAtlas-L35IT,ATAC,MiniAtlas-L35IT_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L35IT_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,261
271,MiniAtlas-L35IT,K27Ac,MiniAtlas-L35IT_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L35IT_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,262
272,MiniAtlas-L35IT,K27Me3,MiniAtlas-L35IT_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L35IT_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,263
274,MiniAtlas-L35IT,RNAminus,MiniAtlas-L35IT_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L35IT_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,264
275,MiniAtlas-L35IT,RNAplus,MiniAtlas-L35IT_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L35IT_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,265
276,MiniAtlas-L45IT,ATAC,MiniAtlas-L45IT_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L45IT_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,266
277,MiniAtlas-L45IT,K27Ac,MiniAtlas-L45IT_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L45IT_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,267
278,MiniAtlas-L45IT,K27Me3,MiniAtlas-L45IT_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L45IT_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,268
280,MiniAtlas-L45IT,RNAminus,MiniAtlas-L45IT_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L45IT_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,269
281,MiniAtlas-L45IT,RNAplus,MiniAtlas-L45IT_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L45IT_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,270
282,MiniAtlas-L4IT,ATAC,MiniAtlas-L4IT_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L4IT_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,271
283,MiniAtlas-L4IT,K27Ac,MiniAtlas-L4IT_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L4IT_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,272
284,MiniAtlas-L4IT,K27Me3,MiniAtlas-L4IT_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L4IT_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,273
286,MiniAtlas-L4IT,RNAminus,MiniAtlas-L4IT_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L4IT_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,274
287,MiniAtlas-L4IT,RNAplus,MiniAtlas-L4IT_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L4IT_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,275
288,MiniAtlas-L56IT,ATAC,MiniAtlas-L56IT_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L56IT_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,276
289,MiniAtlas-L56IT,K27Ac,MiniAtlas-L56IT_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L56IT_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,277
290,MiniAtlas-L56IT,K27Me3,MiniAtlas-L56IT_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L56IT_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,278
292,MiniAtlas-L56IT,RNAminus,MiniAtlas-L56IT_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L56IT_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,279
293,MiniAtlas-L56IT,RNAplus,MiniAtlas-L56IT_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L56IT_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,280
294,MiniAtlas-L56NP,ATAC,MiniAtlas-L56NP_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L56NP_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,281
295,MiniAtlas-L56NP,K27Ac,MiniAtlas-L56NP_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L56NP_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,282
296,MiniAtlas-L56NP,K27Me3,MiniAtlas-L56NP_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L56NP_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,283
298,MiniAtlas-L56NP,RNAminus,MiniAtlas-L56NP_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L56NP_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,284
299,MiniAtlas-L56NP,RNAplus,MiniAtlas-L56NP_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L56NP_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,285
300,MiniAtlas-L5ET,ATAC,MiniAtlas-L5ET_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L5ET_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,286
301,MiniAtlas-L5ET,K27Ac,MiniAtlas-L5ET_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L5ET_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,287
302,MiniAtlas-L5ET,K27Me3,MiniAtlas-L5ET_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L5ET_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,288
304,MiniAtlas-L5ET,RNAminus,MiniAtlas-L5ET_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L5ET_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,289
305,MiniAtlas-L5ET,RNAplus,MiniAtlas-L5ET_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L5ET_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,290
306,MiniAtlas-L5IT,ATAC,MiniAtlas-L5IT_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L5IT_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,291
307,MiniAtlas-L5IT,K27Ac,MiniAtlas-L5IT_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L5IT_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,292
308,MiniAtlas-L5IT,K27Me3,MiniAtlas-L5IT_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L5IT_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,293
310,MiniAtlas-L5IT,RNAminus,MiniAtlas-L5IT_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L5IT_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,294
311,MiniAtlas-L5IT,RNAplus,MiniAtlas-L5IT_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L5IT_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,295
312,MiniAtlas-L6B,ATAC,MiniAtlas-L6B_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6B_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,296
313,MiniAtlas-L6B,K27Ac,MiniAtlas-L6B_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6B_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,297
314,MiniAtlas-L6B,K27Me3,MiniAtlas-L6B_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6B_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,298
316,MiniAtlas-L6B,RNAminus,MiniAtlas-L6B_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6B_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,299
317,MiniAtlas-L6B,RNAplus,MiniAtlas-L6B_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6B_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,300
318,MiniAtlas-L6CT,ATAC,MiniAtlas-L6CT_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6CT_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,301
319,MiniAtlas-L6CT,K27Ac,MiniAtlas-L6CT_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6CT_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,302
320,MiniAtlas-L6CT,K27Me3,MiniAtlas-L6CT_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6CT_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,303
322,MiniAtlas-L6CT,RNAminus,MiniAtlas-L6CT_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6CT_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,304
323,MiniAtlas-L6CT,RNAplus,MiniAtlas-L6CT_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6CT_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,305
324,MiniAtlas-L6IT-1,ATAC,MiniAtlas-L6IT-1_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6IT-1_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,306
325,MiniAtlas-L6IT-1,K27Ac,MiniAtlas-L6IT-1_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6IT-1_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,307
326,MiniAtlas-L6IT-1,K27Me3,MiniAtlas-L6IT-1_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6IT-1_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,308
328,MiniAtlas-L6IT-1,RNAminus,MiniAtlas-L6IT-1_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6IT-1_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,309
329,MiniAtlas-L6IT-1,RNAplus,MiniAtlas-L6IT-1_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6IT-1_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,310
330,MiniAtlas-L6IT-2,ATAC,MiniAtlas-L6IT-2_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6IT-2_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,311
331,MiniAtlas-L6IT-2,K27Ac,MiniAtlas-L6IT-2_K27Ac,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6IT-2_K27Ac.h5,mean,0.5,0.5,2.0,128.0,32.0,312
332,MiniAtlas-L6IT-2,K27Me3,MiniAtlas-L6IT-2_K27Me3,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6IT-2_K27Me3.h5,mean,0.5,0.5,2.0,128.0,32.0,313
334,MiniAtlas-L6IT-2,RNAminus,MiniAtlas-L6IT-2_RNAminus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6IT-2_RNAminus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,314
335,MiniAtlas-L6IT-2,RNAplus,MiniAtlas-L6IT-2_RNAplus,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-L6IT-2_RNAplus.h5,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,315
336,MiniAtlas-LAMP5,ATAC,MiniAtlas-LAMP5_ATAC,regression,./Data/basal_ganglia_miniatlas_complete_v1//labels/regression_MiniAtlas-LAMP5_ATAC.h5,mean,0.5,0.5,0.375,768.0,256.0,316
